============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:09.577  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-198,0,1] 沉浸: task=7703 栏隐藏=true (MiuiDotView#92467638)
18:29:09.577  OS4FreeFromX                               | 沉浸: task=7703 栏隐藏=true (MiuiDotView#92467638)
18:29:09.577  MiuiDecorationBase                         | updateSampling_TopCaption: taskId = 7703 scale = 1.0 mTaskBounds = Rect(826, 66 - 1534, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim = f
18:29:09.577  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7703)
18:29:09.577  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7703)
18:29:09.578  LSPosedFramework                           | (com.android.systemui)[com.abel.os4freeformx,OS4FreeFromX,94a-1a0c37e7ea6-45a-199,0,1] 沉浸: task=7703 栏隐藏=true (MiuiBottomBarView#122065831)
18:29:09.578  OS4FreeFromX                               | 沉浸: task=7703 栏隐藏=true (MiuiBottomBarView#122065831)
18:29:09.578  MiuiDecorationBase                         | updateSampling_BottomCaption: taskId = 7703 scale = 1.0 mTaskBounds = Rect(826, 66 - 1534, 1606) mCaptionVisibility = true mIsFsgestureEntered = false isRunningAnim 
18:29:09.579  MiuiFreeformModeController                 | onFocusTaskChanged taskInfo: TaskInfo{userId=0 taskId=7703 effectiveUid=10116 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[andr
18:29:09.579  MultiTaskingFrameController                | onFocusTaskChanged::focusUid = 10116
18:29:09.579  MultiTaskingFrameController                | setProcessFrameRate::uid = 10116  rate = 0
18:29:09.579  MultipleSplitUtils                         | handleTaskInfoChanged task: 7693
18:29:09.579  MultipleSplitStageTaskListener             | onTaskInfoChanged id:7693 isVisible:true isVisibleRequested:true isFocused:true taskActivity:ComponentInfo{com.android.contacts/com.android.contacts.activities.Peopl
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:09.579  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7693
18:29:09.579  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(826, 66 - 1534, 1606), mTaskId = 7693
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7693)
18:29:09.579  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7693)
18:29:09.579  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7693 pending: [android.os.BinderProxy@f2eb4] readyDuringSync: [] tracks: [Track#0 Track#1 ]
18:29:09.579  MultiTaskingTaskRepository                 | onTaskInfoChanged::taskId = 7693, windowingMode = 6, mMultiWindowTaskIdsInZOrder = [7693, 7703, 7705, 7689, 7690, 7697, 7696, 7695, 7694, 7692], mFullscreenTaskIdsIn
18:29:09.579  MultiTaskingTaskInfo                       | getCoverLayerController:: null, com.android.wm.shell.multitasking.common.taskmanager.MultiTaskingTaskInfo.lambda$updateCoverLayerController$2:0 com.android.wm.shell.
18:29:09.579  MultiTaskingCoverLayerController           | create cover layer controller, tag = 7693
18:29:09.579  MiuiFreeformModeController                 | onFocusTaskChanged taskInfo: TaskInfo{userId=0 taskId=7693 effectiveUid=0 displayId=0 isRunning=true baseIntent=Intent {  } baseActivity=ComponentInfo{com.android.co
18:29:09.579  MultiTaskingFrameController                | onFocusTaskChanged::focusUid = 0
18:29:09.580  hyper_launcher_app                         | : <binder:25236_C-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.580  hyper_launcher_app                         | : <binder:25236_C-app_launcher::recents::task::recent_model:442>: [TitleTrace] push notify_task_changed task_id=7692 label=None
18:29:09.581  TransitionChain                            | Mismatch between current collecting (TransitionRecord{4bed722 id=181 type=OPEN flags=0x0 parallelCollectType=NONE recentsDisplayId=-1 c=[
18:29:09.581  TransitionChain                            |    ChangeInfo{bbbf1f4 container=Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{9768d1d container=WindowedMagnification:0:31@12755363 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{7e71b92 container=Display{#0 state=ON size=2364x1672 ROTATION_90} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{cb96963 container=Task{520b032 #7705 type=standard A=10245:android.task.calendar} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{ea03960 container=Task{5483217 #7694 name=stage_c type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{bf3de19 container=ActivityRecord{89283357 u0 com.android.contacts/.activities.TwelveKeyDialer t7703} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{4d75ede container=OneHanded:0:23@89371903 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{c4f38bf container=Task{5e94d0f #7696 name=stage_e type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{3bf8b8c container=DefaultTaskDisplayArea@124729747 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f5b42d5 container=AppZoomOut:2:14@146097399 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{df68aea container=Task{8d4918c #7703 type=standard A=10116:android.task.contacts} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{b48a1db container=Task{991f58e #1 type=home} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{99fd478 container=ActivityRecord{173706251 u0 com.android.calendar/.homepage.AllInOneActivity t7705} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{89a3751 container=WallpaperWindowToken{aaccc7f showWhenLocked=true fixedRotationBySelf=false} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{2a6bb6 container=Task{b5476d5 #7689 name=main type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{3a580b7 container=Task{b6bfe70 #7691 type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f39c024 container=Task{c9d3142 #7688 type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{3f9f78d container=Task{ce9aeea #7690 name=side type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{ee98d42 container=Task{d137622 #7695 name=stage_d type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{5877153 container=Task{d16d26e #7697 name=stage_f type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{864ba90 container=ActivityRecord{220933886 u0 com.miui.home/.launcher.Launcher t2} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f1b7f89 container=Task{d78287a #7706 type=standard A=10298:com.xingin.xhs} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{c873b8e container=ActivityRecord{248560877 u0 com.xingin.xhs/.index.v2.IndexActivityV2 t7706} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{78dcfaf container=Task{f21a5e9 #7693 name=stage_b type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{d02efbc container=Task{f93d8b3 #7692 name=stage_a type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            | ]
18:29:09.581  TransitionChain                            | }) and chain (TransitionRecord{4bed722 id=181 type=OPEN flags=0x0 parallelCollectType=NONE recentsDisplayId=-1 c=[
18:29:09.581  TransitionChain                            |    ChangeInfo{bbbf1f4 container=Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{9768d1d container=WindowedMagnification:0:31@12755363 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{7e71b92 container=Display{#0 state=ON size=2364x1672 ROTATION_90} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{cb96963 container=Task{520b032 #7705 type=standard A=10245:android.task.calendar} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{ea03960 container=Task{5483217 #7694 name=stage_c type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{bf3de19 container=ActivityRecord{89283357 u0 com.android.contacts/.activities.TwelveKeyDialer t7703} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{4d75ede container=OneHanded:0:23@89371903 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{c4f38bf container=Task{5e94d0f #7696 name=stage_e type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{3bf8b8c container=DefaultTaskDisplayArea@124729747 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f5b42d5 container=AppZoomOut:2:14@146097399 flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{df68aea container=Task{8d4918c #7703 type=standard A=10116:android.task.contacts} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{b48a1db container=Task{991f58e #1 type=home} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{99fd478 container=ActivityRecord{173706251 u0 com.android.calendar/.homepage.AllInOneActivity t7705} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{89a3751 container=WallpaperWindowToken{aaccc7f showWhenLocked=true fixedRotationBySelf=false} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{2a6bb6 container=Task{b5476d5 #7689 name=main type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{3a580b7 container=Task{b6bfe70 #7691 type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f39c024 container=Task{c9d3142 #7688 type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{3f9f78d container=Task{ce9aeea #7690 name=side type=undefined} flags=0x800}
18:29:09.581  TransitionChain                            |    ChangeInfo{ee98d42 container=Task{d137622 #7695 name=stage_d type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{5877153 container=Task{d16d26e #7697 name=stage_f type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{864ba90 container=ActivityRecord{220933886 u0 com.miui.home/.launcher.Launcher t2} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{f1b7f89 container=Task{d78287a #7706 type=standard A=10298:com.xingin.xhs} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{c873b8e container=ActivityRecord{248560877 u0 com.xingin.xhs/.index.v2.IndexActivityV2 t7706} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{78dcfaf container=Task{f21a5e9 #7693 name=stage_b type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            |    ChangeInfo{d02efbc container=Task{f93d8b3 #7692 name=stage_a type=undefined} flags=0x0}
18:29:09.581  TransitionChain                            | ]
18:29:09.581  TransitionChain                            | })
18:29:09.582  SecondPageAnimSpeed_ControllerHelper       | isInvalidActivityForTransitionTimeOut not set ready,because show activity is invalid
18:29:09.582  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.582  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.582  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.582  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.582  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.586  TransitionChain                            | Mismatch between current collecting (TransitionRecord{4bed722 id=181 type=OPEN flags=0x0 parallelCollectType=NONE recentsDisplayId=-1 c=[
18:29:09.586  TransitionChain                            |    ChangeInfo{bbbf1f4 container=Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher} flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{9768d1d container=WindowedMagnification:0:31@12755363 flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{7e71b92 container=Display{#0 state=ON size=2364x1672 ROTATION_90} flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{cb96963 container=Task{520b032 #7705 type=standard A=10245:android.task.calendar} flags=0x800}
18:29:09.586  TransitionChain                            |    ChangeInfo{ea03960 container=Task{5483217 #7694 name=stage_c type=undefined} flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{bf3de19 container=ActivityRecord{89283357 u0 com.android.contacts/.activities.TwelveKeyDialer t7703} flags=0x800}
18:29:09.586  TransitionChain                            |    ChangeInfo{4d75ede container=OneHanded:0:23@89371903 flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{c4f38bf container=Task{5e94d0f #7696 name=stage_e type=undefined} flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{3bf8b8c container=DefaultTaskDisplayArea@124729747 flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{f5b42d5 container=AppZoomOut:2:14@146097399 flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{df68aea container=Task{8d4918c #7703 type=standard A=10116:android.task.contacts} flags=0x800}
18:29:09.586  TransitionChain                            |    ChangeInfo{b48a1db container=Task{991f58e #1 type=home} flags=0x0}
18:29:09.586  TransitionChain                            |    ChangeInfo{99fd478 container=ActivityRecord{173706251 u0 com.android.calendar/.homepage.AllInOneActivity t7705} flags=0x800}
18:29:09.586  TransitionChain                            |    ChangeInfo{89a3751 container=WallpaperWindowToken{aaccc7f showWhenLocked=true fixedRotationBySelf=false} flags=0x0}
